frecuencia,X,Y,R,T
1000,0.384562224149704,-0.08090002834796906,0.39297953248023987,-11.880034446716309
1500,0.3737647235393524,-0.0973164364695549,0.3862260580062866,-14.593973159790039
2000,0.349678635597229,-0.12680982053279877,0.37196221947669983,-19.93301010131836
2500,0.32347095012664795,-0.14819055795669556,0.3558003604412079,-24.613759994506836
3000,0.2965840697288513,-0.16301365196704865,0.3384310305118561,-28.79483413696289
3500,0.2697965204715729,-0.1724155694246292,0.32018324732780457,-32.580928802490234
4000,0.24549958109855652,-0.17709235846996307,0.30270737409591675,-35.80498504638672
4500,0.22301599383354187,-0.1783655434846878,0.28557032346725464,-38.65240478515625
5000,0.2034912258386612,-0.17720246315002441,0.26983216404914856,-41.049713134765625
5500,0.1859825700521469,-0.17429982125759125,0.2548920214176178,-43.142738342285156
6000,0.17076031863689423,-0.1702875792980194,0.24115751683712006,-44.92057418823242
6500,0.15782934427261353,-0.16573265194892883,0.22886112332344055,-46.39922332763672
7000,0.14642855525016785,-0.16073846817016602,0.21743544936180115,-47.66728973388672
7500,0.13636654615402222,-0.15551133453845978,0.20683233439922333,-48.75275421142578
8000,0.12768296897411346,-0.15031665563583374,0.19722583889961243,-49.654541015625
8500,0.12012004107236862,-0.14521151781082153,0.18845480680465698,-50.40219497680664
9000,0.1133500412106514,-0.14016540348529816,0.1802625060081482,-51.0379524230957
9500,0.10740658640861511,-0.13526862859725952,0.17272457480430603,-51.54956817626953
10000,0.10219750553369522,-0.13063524663448334,0.1658610850572586,-51.9635009765625
10500,0.09762933850288391,-0.126252681016922,0.15959706902503967,-52.285743713378906
11000,0.09358515590429306,-0.12208759039640427,0.1538296490907669,-52.528350830078125
11500,0.08988644182682037,-0.11804851144552231,0.14837460219860077,-52.71303176879883
12000,0.08664011210203171,-0.11427946388721466,0.14340956509113312,-52.83268356323242
12500,0.08365786075592041,-0.11062253266572952,0.13869383931159973,-52.9017448425293
13000,0.08103368431329727,-0.10725381225347519,0.134424090385437,-52.92778396606445
13500,0.07861529290676117,-0.10401570051908493,0.13038262724876404,-52.917930603027344
14000,0.07644672691822052,-0.10090401768684387,0.1265927404165268,-52.85176467895508
14500,0.07451055943965912,-0.09801330417394638,0.12311958521604538,-52.75758743286133
15000,0.07270452380180359,-0.09523617476224899,0.11981600522994995,-52.641414642333984
15500,0.07106231153011322,-0.0926133245229721,0.11673508584499359,-52.50093078613281
16000,0.06949952989816666,-0.0900413766503334,0.11374371498823166,-52.3368034362793
16500,0.06813784688711166,-0.08767317235469818,0.11103761196136475,-52.146358489990234
17000,0.06687664240598679,-0.08543858677148819,0.10849994421005249,-51.9481086730957
17500,0.0657176747918129,-0.08326389640569687,0.10607397556304932,-51.71703338623047
18000,0.06463074684143066,-0.0811912938952446,0.1037745550274849,-51.4791374206543
18500,0.06361456960439682,-0.07921957224607468,0.10159996896982193,-51.234981536865234
19000,0.06272546201944351,-0.07734613865613937,0.0995836853981018,-50.95895004272461
19500,0.06184288486838341,-0.07555849105119705,0.09764029830694199,-50.700462341308594
20000,0.06106675788760185,-0.07385588437318802,0.09583235532045364,-50.4148063659668
